
Beginning Watercolor: Tips and Techniques for Learning to Paint in Watercolor,"Maury Aaseng,",Walter Foster Publishing,2016,english,PDF, 27.03 MB
Delphi. Complete Works of Leonardo da Vinci,"Leonardo da Vinci,",,,english,EPUB, 17.78 MB
"Urban Watercolor Sketching: A Guide to Drawing, Painting, and Storytelling in Color","Felix Scheinberger,",Watson-Guptill,2014,english,EPUB, 90.13 MB
Delphi Complete Works of Rembrandt van Rijn,"Rembrandt van Rijn,",Delphi Classics,2014,english,EPUB, 37.21 MB
Delphi Complete Works of Johannes Vermeer (Illustrated),"Johannes Vermeer,",Delphi Classics,2012,english,EPUB, 9.25 MB
Delphi. Complete Works of Michelangelo Merisi da Caravaggio,"Michelangelo Merisi Da Caravaggio,",Delphi Classics,2014,english,EPUB, 73.56 MB
Delphi Complete Works of John Singer Sargent (Illustrated),"John Singer Sargent,",Delphi Classics,2015,english,EPUB, 54.35 MB
Everyday Watercolor: Learn to Paint Watercolor in 30 Days,"Jenna Rainey,",Watson-Guptill Publications,2017,english,EPUB, 277.98 MB
中国传世花鸟画 / Chinese Flower & Bird Paintings,"Jijiang Hong,",Beijing Publishing House,2005,chinese,PDF, 78.04 MB
Delphi Complete Works of Raphael (Illustrated),"Raffaello Sanzio,",Delphi Classics,2015,english,EPUB, 21.75 MB
Watercolor Painting: A Complete Guide to Techniques and Materials,"Jean-Louis Morelle,",New Holland,2003,english,PDF, 46.65 MB
Delphi Complete Paintings of Francisco de Goya (Illustrated),"Francisco de Goya, Peter Russell,",Delphi Classics,2016,english,EPUB, 31.94 MB
Watercolor Techniques: Painting Light and Color in Landscapes and Cityscapes,"Michael Reardon,",North Light Books,2016,english,PDF, 29.32 MB
Delphi. Complete Works of Pierre-Auguste Renoir,"Pierre-Auguste Renoir,",Delphi Classic,2015,english,EPUB, 54.05 MB
Delphi Complete Paintings of Edvard Munch (Illustrated),"Edvard Munch, Peter Russell,",Delphi Classics,2017,english,EPUB, 109.20 MB
Delphi Complete Works of Sandro Botticelli (Illustrated),"Sandro Botticelli,",Delphi Classics,2015,english,EPUB, 17.13 MB
Beginner's Guide to Digital Painting in Photoshop - Characters,"3DTotal,",3DTotal,2015,english,PDF, 74.16 MB
Delphi Complete Works of Édouard Manet (Illustrated),"Édouard Manet, Peter Russell,",Delphi Classics,2016,english,EPUB, 24.75 MB
Delphi Complete Works of Edgar Degas (Illustrated),"Edgar Degas, Peter Russell,",Delphi Classics,2016,english,EPUB, 41.88 MB
Delphi Complete Works of Peter Paul Rubens,"Peter Paul Rubens,",Delphi Classics,2015,english,EPUB, 31.08 MB
素描的诀窍,"[美] 伯特·多德森,",上海人民美术出版社,,chinese,PDF, 33.97 MB
Modern Watercolor: A Playful and Contemporary Exploration of Watercolor Painting,"Kristin van Leuven,",Walter Foster Publishing,2017,english,PDF, 36.15 MB
David Bellamy's Watercolour Landscape Course,"David Bellamy,",HarperCollins UK,2004,english,PDF, 26.52 MB
"Watercolor 365.  Daily Tips, Tricks and Techniques","Leslie Redhead,",North Light Books,2017,english,PDF, 23.44 MB
An Introduction to Oil Painting (DK Art School),"Ray Campbell Smith,",DK ADULT,1998,english,PDF, 59.98 MB
Delphi Complete Works of Paul Gauguin (Illustrated),"Paul Gauguin, Peter Russell,",Delphi Classics,2016,english,EPUB, 52.27 MB
Interaction of Color..,"Josef Albers,",Yale University Press,1971,english,PDF, 8.24 MB
图说中国绘画史,"[美] 高居翰,",生活·读书·新知三联书店,2014,chinese,PDF, 49.98 MB
Delphi. Complete works of Titian,"Tiziano Vecelli,",Delphi Classic,2015,english,EPUB, 59.96 MB
Delphi Complete Works of El Greco (Illustrated),"El Greco, Peter Russell,",Delphi Classics,2017,english,EPUB, 24.27 MB
The Art of Creative Watercolor: Inspiration and Techniques for Imaginative Drawing and Painting,"Danielle Donaldson,",North Light Books,2018,english,EPUB, 62.80 MB
Delphi Complete Paintings of Paul Cézanne (Illustrated),"Paul Cézanne,",Delphi Classics,2015,english,EPUB, 46.91 MB
Delphi Complete Paintings of Camille Pissarro (Illustrated),"Camille Pissarro, Peter Russell,",Delphi Classics,2017,english,EPUB, 78.09 MB
Delphi Complete Paintings of Caspar David Friedrich (Illustrated),"Caspar David Friedrich, Peter Russell,",Delphi Classics,2016,english,EPUB, 13.90 MB
Delphi Complete Works of Pieter Bruegel the Elder (Illustrated),"Pieter Bruegel the Elder, Peter Russell,",Delphi Classics,2016,english,EPUB, 15.03 MB
植物花卉插画图案集: Print&Pattern Nature,"鲍伊风尚,",上海人民美术出版社,2018,chinese,PDF, 71.70 MB
像艺术家一样思考Ⅲ:贝蒂的色彩,"贝蒂·艾德华,",北方文艺出版社,2008,chinese,PDF, 61.15 MB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
Drawing and Painting Fantasy Landscapes and Cityscapes,"Rob Alexander,",,,english,RAR, 61.08 MB
Delphi Collected Works of Wassily Kandinsky,"Wassily Kandinsky,",Delphi Classics,2015,english,EPUB, 60.64 MB
How to draw backgrounds by Mitch Leeuwe,"Mitch Leeuwe,",,,english,PDF, 33.78 MB
艺用人体结构,"Uldis Zarins / Sandis Kondrats,",电子工业出版社,2018,chinese,PDF, 53.06 MB
Creative Watercolor: A Step-by-Step Guide for Beginners,"Ana Victoria Calderon,",Quarry Books,2018,english,EPUB, 24.98 MB
Watercolor Botanicals: 20 Prints to Paint and Frame,"Nikki Strange,",Abrams Noterie,2019,english,EPUB, 38.73 MB
Vincent van Gogh,"Charles, Victoria, Gogh, Vincent van,",Parkstone Press International,2011,english,PDF, 81.66 MB
Delphi Complete Paintings of James McNeill Whistler (Illustrated),"James Abbott McNeill Whistler, Peter Russell,",Delphi Classics,2017,english,EPUB, 35.53 MB
Delphi Complete Works of Jacques-Louis David (Illustrated),"Jacques-Louis David, Peter Russell,",Delphi Classics,2017,english,EPUB, 18.47 MB
Delphi Complete Paintings of Amedeo Modigliani (Illustrated),"Amedeo Modigliani, Peter Russell,",Delphi Classics,2016,english,EPUB, 16.21 MB
Delphi Complete Paintings of Dante Gabriel Rossetti (Illustrated),"Dante Gabriel Rossetti,",Delphi Classics,2014,english,EPUB, 22.15 MB
Drawing: For Beginners! : The Ultimate Crash Course to Learning the Basics of How to Draw In No Time,"Taggart, Amy,",[publisher not identified],2014,english,EPUB, 1.40 MB
Delphi Complete Works of Giotto (Illustrated),"Giotto di Bondone, Peter Russell,",Delphi Classics,2016,english,EPUB, 25.00 MB
现代艺术十二讲,"作者: 上田敏, 译者: 丰子恺,",湖南文艺出版社,1991,chinese,PDF, 4.48 MB
艺用动态解剖,"金乐熹,",北京科学技术出版社,,chinese,PDF, 241.14 MB
中国绘画的深意：图说山水花鸟画一千年（50多位艺术巨匠，80余幅传世名作，解读古画中的意象密码，发现国人的理想生活！）,"宫崎法子,",,2019,chinese,EPUB, 8.52 MB
Edward Hopper 1882-1967: Transformation of the Real,"Rolf Günter Renner,",Taschen,1990,english,PDF, 16.62 MB
Procreate绘画创作从入门到精通,"史悟轩,",化学工业出版社,2018,chinese,EPUB, 43.22 MB
Watercolor Lettering: A Step-by-Step Workbook for Painting Embellished Scripts and Beautiful Art,"Jessica Park,",Ulysses Press,2018,english,EPUB, 78.84 MB
Ron Ranson on Skies,"Ron Ranson,",Sterling Publishing Company Incorporated,1998,english,PDF, 14.09 MB
Complete Works of Diego Velázquez,"Peter Russell,",Delphi Classics,2016,english,EPUB, 14.90 MB
Complete Works of Artemisia Gentileschi (Illustrated),"Artemisia Gentileschi, Peter Russell,",Delphi Classics,2017,english,EPUB, 8.01 MB
Portrait Painting in Watercolor,"Charles Reid,",Watson-Guptill,1973,english,PDF, 50.07 MB
素描工作室I: DK 绘画艺术成功捷径（新版）,"露西·沃森,",北京美术摄影出版社,2012,chinese,PDF, 23.68 MB
Salvador Dali,"Robert Descharnes, Gilles Neret,",Benedikt Taschen Verlag,1989,english,PDF, 35.21 MB
"Balthus, 1908-2001: The King of Cats","Gilles Neret,",Taschen,2003,english,PDF, 62.24 MB
Delphi Complete Works of Giovanni Bellini (Illustrated),"Giovanni Bellini, Peter Russell,",Delphi Classics,2017,english,EPUB, 17.94 MB
浮世绘 (中国《浮世绘》研究权威潘力经典作品),"潘力,",湖南美术出版社,2020,chinese,EPUB, 20.72 MB
为绘画角色注入生命力1,"toshi,",,,chinese,PDF, 256.48 MB
Francisco Goya,"Sarah Carr-Gomm,",Parkstone International,2012,english,PDF, 74.07 MB
The Big Book of Watercolor Painting,"Jose M. Parramon,",Watson-Guptill Publications Inc.,1990,english,PDF, 37.85 MB
The Big Book of Painting Nature in Watercolor,"John Shaw, Ferdinand Petrie,",Watson-Guptill,1990,english,PDF, 55.30 MB
Delphi Collected Works of Paul Klee,"Paul Klee,",Delphi Classics,2015,english,EPUB, 61.06 MB
Delphi Complete Paintings of Claude Lorrain (Illustrated),"Claude Gellee Lorrain, Peter Russell,",Delphi Classics,2017,english,EPUB, 15.47 MB
The artist's guide to painting water in watercolor : 30 techniques,"Hazell, Ron,",North Light Books,2015,english,PDF, 16.01 MB
Painting Nature in Watercolor with Cathy Johnson  37 Step-by-Step Demonstrations Using Watercolor Pencil and Paint,"Cathy Johnson,",North Light Books,2014,english,EPUB, 15.47 MB
人体结构原理与绘画教学,"肖玮春,",人民邮电出版社,,chinese,PDF, 313.48 MB
生活蒙太奇,"天然,",湖南文艺出版社,,chinese,EPUB, 66.85 MB
Delphi Complete Works of Thomas Gainsborough (Illustrated),"Thomas Gainsborough, Peter Russell,",Delphi Classics,2016,english,EPUB, 33.52 MB
"Geninne’s Art: Birds in Watercolor, Collage, and Ink: A Field Guide to Art Techniques and Observing in the Wild","Geninne D. Zlatkis,",Quarry Books,2018,english,EPUB, 29.64 MB
Watercolor Techniques For Artists and Illustrators,"DK,",DK Publishing,2020,english,PDF, 92.49 MB
Delphi Collected Works of Canaletto (Illustrated),"Giovanni Antonio Canal, Peter Russell,",Delphi Classics,2016,english,EPUB, 17.57 MB
Delphi Collected Works of J. M. W. Turner (Illustrated),"Joseph Mallord William Turner, Peter Russell,",Delphi Classics,2014,english,EPUB, 21.18 MB
"Get Started Painting  Explore Acrylic, Oil, Pastel, and Watercolor (How to Draw and Paint)","Marla Baggetta,",Walter Foster,2007,english,PDF, 30.68 MB
Watercolor painting: a comprehensive approach to mastering the medium,"Tom Hoffmann,",Watson-Guptill,2012,english,EPUB, 42.75 MB
像艺术家一样思考（白金版）,"艾德华,",北方文艺出版社,2018,chinese,EPUB, 20.27 MB
故宫绘画图典,"故宫博物院编,",故宫出版社,2014,chinese,PDF, 83.75 MB
Watercolor Painting for Dummies,"Colette Pitcher,",Wiley Pub,2008,english,PDF, 21.39 MB
30天学会绘画,"马克·凯斯特勒 [马克·凯斯特勒],",,2016,chinese,EPUB, 16.89 MB
An Introduction to Acrylics (DK Art School),"Ray Smith,","DK, Dorling Kindersley",1998,english,PDF, 56.69 MB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
Billy Showell’s Botanical Painting in Watercolour,"Billy Showell,",Search Press,2016,english,PDF, 287.74 MB
Delphi Collected Works of John Constable (Illustrated),"John Constable,",Delphi Classics,2015,english,EPUB, 19.23 MB
Color Harmony for Artists: How to Transform Inspiration into Beautiful Watercolor Palettes and Paintings,"Ana Victoria Calderon,",Quarry Books,2019,english,EPUB, 29.44 MB
Botticelli,"Barbara Deimling,",Taschen,1994,spanish,PDF, 43.85 MB
Mastering Atmosphere and Mood in Watercolor: The Critical Ingredients That Turn Paintings Into Art,"Joseph Zbukvic,",International Artist Publishing,2005,english,PDF, 19.32 MB
Claude Monet,"Nathalia Brodskaya,",Parkstone International,2011,english,PDF, 54.46 MB
Oil & Acrylic Workshop: Classic and Contemporary Techniques for Painting Expressive Works of Art,"Walter Foster Creative Team,",Walter Foster Publishing,2017,english,EPUB, 29.73 MB
Roy Lichtenstein,"Janis Hendrickson,",Taschen,1993,spanish,PDF, 53.83 MB
日本浮世绘精选集,"田岛志一, 大村西崖,",吉林出版集团股份有限公司,2018,chinese,PDF, 49.87 MB
铅笔素描从入门到精通,"飞乐鸟,",中国水利水电出版社,2013,chinese,PDF, 24.42 MB
梵高手稿（典藏修订版）,"文森特·梵高 [文森特·梵高],",未读·艺术家,2018,chinese,EPUB, 13.53 MB
Pablo Picasso : 1881-1973,"Anatoliĭ Podoksik,",Parkstone International,2010,english,PDF, 36.72 MB
启功给你讲书法（典藏版）,"启功 [启功],",中华书局,2012,chinese,EPUB, 9.74 MB
如何成为一名插画家,"沙因伯格,",上海人民美术出版社,2021,chinese,PDF, 54.81 MB
原动画基础教程——动画人的生存手册,"[英] 理查德·威廉姆斯,",中国青年出版社,2006,chinese,PDF, 150.75 MB
千年藏帖 : 颜柳欧赵书法合集: 柳公权,"颜真卿, 柳公权, 欧阳询, 赵孟〓,",中国物资出版社,1999,chinese,PDF, 2.81 MB
简笔画5000例，一本就够（超值经典卷）,"涂涂猫 [涂涂猫],",人民邮电出版社,2016,chinese,EPUB, 36.59 MB
Egon Schiele,"Zwingerberger, Jeanette, Schiele, Egon, Selsdon, Esther,",Parkstone Press International,2011,english,PDF, 40.31 MB
Acrylic Painting Step by Step,"Tom Swimm,",Walter Foster,2005,english,PDF, 45.74 MB
换个角度学素描,"[英]彼得·斯坦尼尔,",上海人民美术出版社,2013,chinese,PDF, 61.66 MB
Mastering the Watercolor Wash,"Joe Garcia,",,2002,english,PDF, 4.43 MB
The Essence of Watercolour: The Secrets and Techniques of Watercolour Painting Revealed,"Hazel Soan,",Batsford,2017,english,EPUB, 82.42 MB
水彩画工作室II: DK 绘画艺术成功捷径（新版）,"[英]格丽妮斯·巴恩斯·梅利什,",Beijing Publishing House,2012,chinese,PDF, 76.56 MB
5分钟手绘！彩色圆珠笔涂鸦集. Use a Ball-point Pen to Paint: 5 Minutes Learned to Paint,"朗苏,",Posts & Telecommunications Press,2012,chinese,PDF, 234.77 MB
Oil Painting Step by Step: Discover a wide range of painting styles and techniques for creating your own masterpieces in oil,"Anita Hampton, John Loughlin, Tom Swimm,",Walter Foster,2002,english,PDF, 52.74 MB
Hokusai,"Francesco Morena,",Giunti,2015,italian,PDF, 26.38 MB
Flowers: The Watercolor Art Pad,"Rachel Pedder-Smith,",St. Martin’s Press,2017,english,PDF, 6.52 MB
"From van Gogh to Picasso, From Kandinsky to Pollock. Masterpieces of Modern Art","Krens Thomas,",Venecia: Bomplani,1990,english,PDF, 25.42 MB
瘦金体硬笔字帖-ShouJin calligraphy notepads,"赵佶，ZhaoJi,",,,chinese,PDF, 2.98 MB
Erotic colour prints of the ming period.卷1.秘戏图考,"R.H. van Gulik.高罗佩,",,1951,english,PDF, 36.49 MB
342 Color Paintings of Utagawa Kuniyoshi - Japanese Ukiyo-e Painter and Printmaker,"Jacek Michalak (Author), Utagawa Kuniyoshi (Illustrator),",,2013,english,EPUB, 17.26 MB
"1,000 Comic Books You Must Read","Tony Isabella,",Krause Publ,2009,english,EPUB, 138.58 MB
15-Minute Watercolor Masterpieces,"Anna Koliadych [Koliadych, Anna],",Page Street Publishing,2019,english,PDF, 42.45 MB
清宫兽谱,"故宫博物院,",故宫出版社,2014,chinese,PDF, 96.54 MB
"Creative Techniques in Colored Pencil, Graphite, and Oil Painting: Step-by-Step Projects for Teens and Adults","Veronica Winters,",UltraMax Publishing,2013,english,EPUB, 32.79 MB
Gustav Klimt,"Jane Rogoyska, Gustav Klimt, Patrick Bade,",Parkstone International,2005,english,PDF, 49.21 MB
Symbolism,"N  V Brodskaya,",Parkstone International,2012,english,PDF, 51.61 MB
FINAL FANTASY IX ARTBOOK,"ARTBOOK,",,,,PDF, 13.42 MB
就喜欢你看不惯我又干不掉我的样子.1(一只叫吾皇的胖猫、一只叫巴扎黑的萌狗，姚晨等明星追捧的年度中国IP，阅读量过百亿) (超人气漫画家白茶作品),"白茶,",,2019,chinese,EPUB, 26.54 MB
Watercolor Made Simple with Claudia Nice,"Claudia Nice,",North Light Books,2003,english,EPUB, 9.12 MB
行楷字帖成人初学者字帖硬笔临摹书法等级考试教程（墨点-荆霄鹏）,"荆霄鹏,",湖北美术出版社,2019,chinese,PDF, 121.43 MB
Monet,"Monet, Claude, Brodskaia, Natalʹi︠a︡ Valentinovna,",Parkstone International,2011,english,PDF, 33.47 MB
"Abstract Explorations in Acrylic Painting: Fun, Creative and Innovative Techniques","Jo Toye,",North Light Books,2016,english,EPUB, 77.28 MB
诗之旅：中国与日本的诗意绘画,"高居翰,",生活·读书·新知三联书店,2012,chinese,PDF, 53.79 MB
"Foundations of Classical Oil Painting: How to Paint Realistic People, Landscapes and Still Life","Lea Colie Wight,",North Light Books,2018,english,EPUB, 72.06 MB
Bonnard and the Nabis,"Kostenevich, A. G., Bonnard, Pierre,",Parkstone International,2012,english,PDF, 54.37 MB
油画工作室II: DK 绘画艺术成功捷径（新版）,"理查尔·洛克沃德,",北京美术摄影出版社,2012,chinese,PDF, 43.82 MB
Celestial Watercolor: Learn to Paint the Zodiac Constellations and Seasonal Night Skies,"Elise Mahan, D.R. McElroy,",Rock Point,2019,english,EPUB, 29.94 MB
钢笔画技法入门宝典,"灌木文化,",人民邮电出版社,2018,chinese,EPUB, 95.18 MB
Painting with Watercolour,"David Howell,",The Crowood Press,2017,english,EPUB, 19.66 MB
Title,Author(s),Language,Publisher,Publish Year,File Size,File Format
山山水水聊聊画画　（八卦趣史、水墨技法、鉴画秘笈 一网打尽。新生代年轻水墨画家带你畅聊中国古典水墨，轻松诙谐，妙趣横生……）,"马菁菁 [马菁菁],",上海人民出版社,2016,chinese,EPUB, 26.29 MB
现代艺术150年 ：一个未完成的故事,"【英】威尔·贡培兹, 王同乐, 王烁,",广西师范大学出版社,2016,chinese,MOBI , 13.77 MB
中国现代美术全集  （1）  中国画  （一）  人物  （上册）,"中国现代美术全集编辑委员会, 李松主编,",锦年国际有限公司,1999,chinese,PDF, 110.19 MB
キャラクターデザインの教科書　メイキングで学ぶ魅力的な人物イラストの描き方,"株式会社Playce,",エムディエヌコーポレーション（MdN）,2015,japanese,PDF, 79.70 MB
Кради как художник: 10 уроков творческого самовыражения,"Остин Клеон,","Манн, Иванов и Фербер",2013,russian,PDF, 14.14 MB
The Fundamentals of Drawing Still Life: A Practical and Inspirational Course,"Barrington Barber,",Arcturus,2004,english,PDF, 25.02 MB
色彩艺术 / The Art of Color,"约翰内斯・伊顿（Johannes Itten）,",上海人民美术出版社,1987,chinese,PDF, 5.97 MB
伯里曼人体绘画,"伯里曼,",台海出版社,2018,chinese,EPUB, 33.00 MB
Oil Painting Techniques and Materials,"Harold Speed,",Dover Publications,2012,english,EPUB, 20.23 MB
Caravaggio,"Michelangelo Merisi da Caravaggio, Felix Witting, M. L. Patrizi,",Parkstone International,2012,english,PDF, 31.76 MB
